Text,Score
يتم تعريفالألعاب المشتقة من لعبة كرة السلةعلى أنها أنشطة قائمة على لعبة كرة السلة، وتعتمد على استخدام مهارات وأدوات كرة السلة الشائعة (والمتمثلة بشكل رئيسي في الكرة والسلة).فهناك بعض الألعاب المنبثقة عن كرة السلة والتي تختلف عنها اختلافات طفيفة فقط في القواعد، في حين توجد بعض الألعاب المميزة الأخرى التي تختلف بدرجات متفاوتة عن كرة السلة. وهناك بعض الألعاب المشتقة الأخرى التي تشتمل على ألعاب للأطفال أو مسابقات أو أنشطة تهدف إلى المساعدة في تعزيز مهارات اللاعبين.,10.0
تم ابتكار لعبة كرة السلة للمقعدين (Wheelchair basketball) من قبل قدامى محاربى الحرب العالمية الثانية ذوي الاحتياجات الخاصة،وهي لعبة تتم ممارستها من خلال كراسي متحركة يتم تصميمها خصيصًا لمن يعانون من إعاقة بدنية.يذكر أن الجهة العالمية التي تسيطر على كرة السلة للمقعدين هي الاتحاد الدولي لكرة السلة للمقعدين(IWBF).على الجانب الآخر، تلعب كرة السلة المائية (Water basketball) داخل حمام سباحة، وتتشكل القواعد المنظمة لها من مزيجًا من قواعد لعبتي كرة السلة وكرة الماء.أما كرة السلة الشاطئية (Beach basketball) فهي لعبة تتم ممارستها داخل ملعب مستدير دون وجود لوحات خلفية مثبتة على الهدف، ولا يتم تطبيق قاعدة تجاوز الكرة حدود الملعب مع تناقل الكرة من خلال التمريرات أو التقدم بها لنحو خطوتين ونصف، وذلك لأن تنطيط الكرة على أرض لينة أمر شبه مستحيل.,10.0
ثمة أيضًا العديد من الألعاب الأخرى المشتقة من لعبة كرة السلة التي تتم ممارستها في أطر غير رسمية دون وجود حكام أو قواعد صارمة.ولعل لعبةكرة السلة المقامة في نصف ملعب واحد فقطهي اللعبة الوحيدة المشتقة الأكثر شيوعًا.حيث يتم استخدام سلة واحدة فقط، ويتعين «رمي الكرة بعيدًا» – عن طريق تمريرها أو تنطيطها خارج خط نصف الملعب أو خط الثلاث نقاط - في كل مرة تنتقل فيها حيازة الكرة من فريق لآخر. تتطلب ممارسة هذه اللعبة قوة تحمل أقل تتعلقبالقلبوالأوعية الدموية(cardiovascular) ومن ثم لياقة بدنية أقل؛ نظرًا لأنه ليس مطلوبًا من اللاعبين قطع الملعب كله عدوًا جيئة وذهابًا.كما أن هذه اللعبة أيضًا تزيد من عدد اللاعبين الذين يمكنهم الاستفادة من الملعب، وهي ميزة مهمة عندما يكثر عدد اللاعبين الذين يرغبون في ممارسة لعبة الكرة السلة.,10.0
ثمة ألعاب أخرى مشتقة عن كرة السلة تتضمن لعبة (streetball) ولعبة خروج المهزوم (Knockout - وهي لعبة مشتقة من كرة السلة يمارسها اللاعبون المحترفون) ولعبة حول العالم (Around the World - وهي لعبة مشتقة يشارك فيها لاعبان أو أكثر يقومان بتصويب تسديدات على السلة من نقاط معينة، ومن ينجح في إصابة الهدف يظل يتنقل من نقطة معينة إلى أخرى، والذي يصل إلى نقطة النهاية يعتبر فائزًا) ولعبة لاعب مقابل لاعب (one-on-one)، وهي لعبة مشتقة يستخدم فيها لاعبان اثنان جزء صغير فقط من الملعب (غالبًا لا يزيد عن نصف الملعب) وينافس كلاهما الآخر على إحراز الكرة داخل طوق سلة واحد. هذا وتركز هذه الألعاب على المرواغة الفردية بالكرة وخطفها من المنافس أكثر من تركيزها على مهارات التسديد واللعب الجماعي.,10.0
الرابطة الوطنية لكرة السلة(بالإنجليزية:National Basketball Association) وتعرف اختصارًا باسمإن بي أي(بالإنجليزية:NBA)، وتسمى أيضًا باسمالدوري الأمريكي لكرة السلة للمحترفين، هي الاتحاد الأكثر احترافًا للعبةكرة السلة، وأحد أكبرالدوريات الرياضيةفيأمريكا الشمالية. يتألف الدوري من ثلاثين نادي، تسعة وعشرين منها منالولايات المتحدةونادي واحد منكنداهونادي تورونتو رابتورز.,10.0
تأسس الدوري فيمدينة نيويوركفي6 يونيو،1946وعرف آنذاك باسماتحاد الرابطة الأمريكية لكرة السلة. في عام 1949، تم الاندماج بيناتحاد الرابطة الأمريكية لكرة السلةالمعروف باسم (بالإنجليزية:BAA) وبين غريمهاتحاد الدوري الوطني لكرة السلةالمعروف باسم (بالإنجليزية:NBL) ليعلن رسمياً عن ولادةالرابطة الوطنية لكرة السلةوالذي يختصر باسم (بالإنجليزية:NBA). ويذكر أن كرة السلة واحدة من أكثر الرياضة شعبية بينالرياضة في الولايات المتحدة.,10.0
أكثر الأندية فوزاً باللقب هوبوسطن سيلتيكسبرصيد 18 بطولة يليهلوس أنجلوس ليكرزوالذي يمتلك 17 بطولة أيضاً.,10.0
تبدأ لعبة التنس برصيد 0 لكلّ لاعب، وعند تسجيل أول نقطة يصبح الرصيد 15 ويسمّى (Love)، وبعد تسجيل النقطة الثانية يصبح الرصيد 30، وبعد النقطة الرابعة يصبح الرصيد 40، وفي حال وصول اللاعبَين معاً إلى 40 فإنّ النتيجة تسمّى التعادل (Ad)، وبعد ذلك يفوز اللاعب الذي تزيد نقاطه على نقاط خصمه بنقطتين متتاليتين في ذلك الشوط، ومن الجدير بالذكر أنّه في مباريات الرجال يجب على اللاعب الفوز في ثلاثة أشواط من أصل خمسة، أمّا في مباريات النساء يجب الفوز بشوطين من أصل ثلاثة.,10.0
يبلغ طول الملعب 78 قدمًا (23.77 مترًا) ، ويبلغ عرضه 27 قدمًا (8.2 متر) لمباريات الفردي و 36 قدمًا (11 مترًا) لمباريات الزوجي. هناك حاجة إلى مساحة إضافية واضحة حول الملعب لكي يتمكن اللاعبون من الوصول إلى الكرات المتجاوزة. تمتد الشبكة عبر العرض الكامل للملعب، بالتوازي مع خطوط الأساس، وتقسمها إلى طرفين متساويين. يتم تثبيته إما عن طريق كابل معدني أو سلك لا يمكن أن يزيد عن 0.8 سم ( 1 ⁄ 3 بوصة ).يبلغ ارتفاع الشباك 3 أقدام و 6 بوصات (1.07 م) عند العارضتين و 3 أقدام (0.91 م) في المركز.,10.0
كرة التنس مطاطية وخفيفة الوزن ولونها أصفر وشكلها دائري وهي مكسوة باللباد. تكون الكرة ذات شكل خارجي منتظم، وأن تكون بيضاء أو صفراء، وأن تكون أقسامها متصلة بدون خيوط، وأن يتراوح قطرها بين (6.35 سم) و(6.67 سم)، أما وزنها فينبغى أن يتراوح بين 56.7 غرام و58.5 غرام.,10.0
اللاعبين واللاعبات العشرة الأوائل حسب التصنيف العالمي (قد يتجدد تصنيف اللاعبين واللاعبات كل يوم اثنين بحسب زيادة أو نقصان نقاط اللاعبين واللاعبات ويتم زيادة أو خصم النقاط بحسب البطولات التي حصل عليها):,10.0
لمعرفة بقية المصنفين والتصنيف الجديد الذي يصدر كل يوم اثنين زيارة موقع (ATP) (رابطة اللاعبين المحترفين):http://www.atpworldtour.com/Rankings/Singles.aspx,10.0
"لمعرفة بقية المصنفات والتصنيف الجديد الذي يصدر كل يوم اثنين زيارة موقع (WTA) (رابطة اللاعبات المحترفات):http://www.wtatennis.com/page/RankingsSingles/0,,12781~0~1~100,00.html",10.0
1 - مصدرسبَحَ/سبَحَبـ /سبَحَفي. 2 - رياضة بدنيَّة معروفة لها فوائدها ومبارياتها «السباحةلمسافات طويلة»,10.0
يتكون فريق الكرة الطائرة من 12 لاعباً، 6 رسميين و 6 احتياط، ومدرب ومساعد مدرب، ومدرب لياقة، وطبيب رياضي.,10.0
كُرة المضرب(أوالتنس الأرضيفي الترجمات الحرفية) نوع منرياضات الراحوالتي يتنافس فيها لاعبان في مباريات فردية، أو فريقان مكونان من لاعبين في مباريات زوجية.كلٌ منهم يحملمضرباليستخدمه في ضربالكرةفوق الشبكة نحو منطقة الخصم. وعدد الضربات ليس محددا، إنما النتيجة تحدد الرابح.,10.0
كرة المضرب أو التنس هورياضةأولمبيةتُلعب على جميع مستويات المجتمع وفئاته ولجميع الأعمار، يمكن لأي شخص أن يمسك بمضرب ويضرب الكرة بما في ذلك ذوو الاحتياجات الخاصةومستخدمو الكراسي المتحركة. نشأت لعبة التنس الحديثة فيبرمنغهامبإنجلترافي أواخرالقرن التاسع عشركرياضة تلعب على العشب، لذا فهي وثيقة الصلة بكل من الألعاب الميدانيةكالكريكتوالبولينغ، إضافة إلى رياضة المضرب القديمة.,10.0
تغيرت قواعد كرة المضرب الحديثة قليلاً منذ تسعينيات القرن التاسع عشر، باستثناء قاعدتين: من 1908 إلى 1961 كان على اللاعب أن يضع قدمًا واحدة على الأرض في جميع أوقات المباراة، وفي السبعينيات اعتمد الشوط الفاصل (تاي بريك). ومن الإضافات الحديثة إلى اللعبة على المستوى الاحترافي اعتماد تقنية المراجعة الإلكترونية (عين الصقر) إلى جانب نظام تحدي النقاط .,10.0
يلعب كرة المضرب الملايين من لاعبين، وهي رياضة مشهورة ومنتشرة في جميع أنحاء العالم، وتحظىالبطولات الكبرى لكرة المضرببمتابعة جماهيرية وإعلامية كبيرة، تضعها في مرتبة متقدمة بين الأحداث الرياضية الأكثر أهمية ومتابعة في العالم سنويا. وأهم هذه البطولات:رولان غاروسأوبطولة فرنسا المفتوحةعلى الملاعب الرملية،بطولة أستراليا المفتوحةعلى الملاعب الصلبة،بطولة ويمبلدونعلى الملاعب العشبية،وبطولة الولايات المتحدة المفتوحةعلى الملاعب الصلبة.,10.0
تمارس عادة في الهواء الطلق في ملاعب داخلية مغلقة. وإنما يتبارى في هذه اللعبة شذا رأس بيضوي الشكل مشدود بالأوتار فهو يقذف به كرة مطاطية مكسوة باللباد. والهدف من اللعب تسجيل النقاط بإرسال الكرة إلى منطقة الخصم بحيث يعجز عن ردها أو بحيث يردها ولكن بعد أن تمس الأرض أكثر من مرة، أو بإرسالها إلى منطقة الخصم وإكراهه على ردها على نحو تمس معه الشبكة أو تقع خارج حدود الملعب. أهم ما يميز لعبة التنس عن غيرها من بقية الألعاب الأخرى هو انها تفيد أجزاء كثيرة من الجسم فضلا عن التوافق الذي تتطلب ممارسة اللعبة بين الذهن وكافة عضلات الجسم.,10.0
كرة متوسطة أصغر من كرة القدم واخف وزنا منها ووزن الكرة من 260 جرام إلى 280 جرام ومحيط الكرة من 65 سم إلى 67 سم وضغط الهواء داخل الكرة من 0.30 إلى 0.325 كجم/سم2,10.0
يجب على اللاعب ان يتمكن من ضرب الكرة إلى ساحة الخصم في مكان واحد أو على شخص ما مباشرة، وتكون أكثر الضربات تأثيراَ عندما تهيأ الكرة من أحد أعضاء الفريق إلى المهاجم ويقوم الأخير بضربها بسرعة فائقة ودقة عالية.,10.0
يحصل الفريق على نقطة عندما ينجح في رمي الكرة فوق الشبكة لتلامس أرضية ساحة الخصم، أو عندما يرتكب الفريق الخصم خطأ، أو عندما يحصل الفريق الخصم على عقوبة من أي نوع كانت.إذا رمي الفريق الكرة خارج أرضية الخصم تحسب نقطة للفريق الآخر.,10.0
يحسب خطأ على الفريق عندما يقوم أي من أعضائه بتصرف مخالف لقواعد اللعبة، أو منافٍ للأخلاق الرياضية. ويكون الحكم مسؤولا عن تقييم درجة الخطأ.إذا تم ارتكاب خطأين أو أكثر بالتعاقب، فيحتسب الخطأ الأول فقط. وإذا ارتكب أي من الفريقين خطأين أو أكثر بشكل متزامن فيتم احتساب خطأ مزدوج ضده، ويُعاد الإرسال. يمنع لمس الشبكة ولا يحسب أي شيء عندما تلمس الكرة الشبكة,10.0
ويحصل الفريق على نقطة إذا نجح في تمرير الكرة من ساحته إلى ساحة خصمه ولم يستطع الخصم ردها، ويواصل الإرسال إلى ان يستطيع الفريق الخصم رد الكرة ويحصل على نقطة وينتقل الإرسال اليه. ويفوز الفريق بالشوط (عدا الشوط الخامس الحاسم)، إذا حصل على 25 نقطة وبتقدم لا يقل عن نقطتين، مثلا (25 – 23). وفي حالة تعادل الفريقين 24 – 24 لكل منهما، يستمر شوط المباراة إلى ان يتقدم أحد الفريقين بالنقطتين المطلوبتين، ويفوز (26 – 24) أو (27 – 25)، على سبيل المثال. وللفوز بالمباراة، يتعين على أحد الفريقين ان يفوز أربعة اشواط، وإذا تعادل الفريقان 2-2، فتحسم المباراة باللجوء إلى شوط خامس حاسم من 15 نقطة، ويتعين ان يتقدم الفائز بنقطتين على الاقل.,10.0
"يلعب المدافع الحر ""libero"" الليبرو في الخط الخلفي، ويمتلك تحكماً دقيقاً في الكرة، ويجب أن يكون المدافع الحر مرسلاً ومدافعاً بارعاً، ويجب أن يتحرك في جميع أنحاء الملعب؛ بهدف إبقاء الكرة في الهواء، وعدم السماح بسقوطها على أرضية ملعبه حتى لا يحتسب هدفاً للفريق الخصم.",10.0
الكرة الطائرة(بالإنجليزية:Volleyball) هي إحدى أكثر الرياضات العالمية شعبية. يلعب فيها فريقان تفصل بينهما شبكة عالية. على الفريق ضربالكرةفوق الشبكة لمنطقة الخصم. لكل فريق ثلاث محاولات لضرب الكرة فوق الشبكة. تحسب نقطة للفريق حينما تضرب الكرة أرضية الخصم، أو إذا تم ارتكاب خطأ، أو إذا أخفق الفريق في صد الكرة وإرجاعها بشكل صحيح.,10.0
أول دولة مارست اللعبة بعدالولايات المتحدة الأمريكيةكانتكندافي عام1900. تعدّ هذه الرياضة الآن من أكثر الرياضات شعبية فيالبرازيل، ومعظم دولأوروباوبالأخصإيطالياوهولنداوصربيا، بالإضافة إلىروسياوبعض الدول في قارةآسيا.,10.0
في9 فبرايرعام1895م، في مدينةهوليوك،ماساتشوستسأنشأويليام جورج مورغانمدير التربية البدنية في اتحاد YMCA لعبة رياضية جديدة أطلق عليها اسممينتونيتلتمضية الوقت بشكل مسلٍ، وفضّل أن تمارس هذه اللعبة داخل الصالات وبأي عدد من اللاعبين. أخذت اللعبة بعضاً من خصائصها منالبادمينتون،التنسوكرة اليد، في الوقت الذي كانت فيهكرة السلةرياضة جديدة. تم إنشاء كرة الطائرة على أساس أنها الرياضة الداخلية الأقل خشونة من كرة السلة المناسبة لأعضاء اتحاد YMCA.,10.0
"القوانين الأولى للرياضة التي ابتكرها وليام اشترطت وجود شبكة على ارتفاع1,98 م، وسط ساحة اللعب التي يجب أن يكون طولها15,2 معلى7,6 م. وعدد اللاعبين محدد، يتبارون في مباراة مكونة من 9 استقبالات و 3 إرسالات لكل فريق. وحتى عام1900ملم تصنع كرة خاصة بكرة الطائرة وكذلك لم تكن قوانين اللعبة في تلك الفترة بالشكل الذي نعرفه اليوم. بعد أول عرض للعبة في عام1896استبدل اسم الرياضة إلى «فوليبول» (volleyBall) بمعنى كرة الطائرة الحالي. ومن ثم طرأ على الرياضة العديد من التغييرات في القواعد (كما هو الحال مع كرة السلة).",10.0
تأسس الاتحاد العالمي لكرة الطائرة (FIVB) عام1947، وأول بطولة عالمية للرجال أقيمت في عام1949، بينما كانت أول بطولة عالمية للسيدات في عام1952. أضيفت الكرة الطائرة إلىالألعاب الأولمبيةفي عام1964الأوليمبيّة لأوّل مرّة في طوكيو، وكانت منذ ذلك الحين رياضة رئيسية في تلك الدورة. تم إنشاء رياضةالكرة الطائرة الشاطئيةعام1986والتي تعدّ رياضة مشابهة إلى كرة الطائرة العادية إلى حد كبير رغم الاختلاف في عدد اللاعبين. أضيفت الكرة الطائرة الشاطئية إلى برنامج الألعاب الأولمبية الصيفية في عام1996فيأطلانطا.,10.0
تتكون منطقة اللعب من الملعب والمنطقة الحرة ويجب أن تكون منطقة اللعب مستطيلة ومتماثلة,10.0
الملعب مستطيل الشكل، طوله ثمانية عشر مترا، وعرضه تسعة أمتار، تخطط أرضه بخطوط واضحة عرضها 5 سم، يقسم الملعب إلى قسمين مربعين متساويين، طول ضلع المربع تسعة أمتار، يفصل بينهما خط المنتصف يرسم على مسافة ثلاثة أمتار من خط المنتصف من كل جانب خط مواز لخط المنتصف، يقسم كل مربع إلى منطقتين، تسمى المنطقة القريبة من الشبكة بالمنطقة الهجومية، والمنطقة الثانية بمنطقة الدفاع. تحدد منطقة الإرسال بخط طوله 15 سم ويبعد عن خط النهاية 20 سم، ويفضل أن تلعب الكرة الطائرة في صالة مغلقة ارتفاع سقفها لا يقل عن سبعة أمتار.,10.0
بين أعوام 1862 و 1867، كانت مدينةليفربولتستضيف وتنظم ألعاباً أولمبية سنوية. ابتكر هذه الألعاب كل من جون هولي وتشارلز ميلي، وكانت أول ألعاب خاصة بالرياضيين الهواة، وكذلك كانت ذات طابع دولي.كان برنامج أول أولمبياد حديث في أثينا عام 1896 مطابقًا تقريبًا لبرنامج أولمبياد ليفربول.في عام 1865 أسس كلا من ويليام بروكس، جون هولي وإرنست جورج رافنشتاين الجمعية الأولمبية الوطنية في ليفربول، والتي تحولت فيما بعد إلىالجمعية الأولمبية البريطانية. كان لمواد وبنود تأسيس الجمعية الدور البارز في وضع إطار عملالميثاق الأولمبي الدولي.بعد تأسيس الجمعية بعام وتحديداَ في عام 1866 تم تنظيم دورة ألعاب أولمبية وطنية في بريطانيا العظمى فيكريستال بالاسبلندن.,10.0
في عام 1890 حضربيير دي كوبرتاندورة الألعاب الأولمبية لجمعية وينلوك الأولمبية، التي ألهمته بتأسيساللجنة الأولمبية الدولية(IOC). وقد بنى كوبرتان على أفكار بروكس وزابا التي تهدف إلى إنشاء دورة ألعاب أولمبية دولية تقام كل أربع سنوات. وقدم كوبرتان هذه الأفكار خلالالمؤتمر الأولمبيالأول للجنة الأولمبية الدولية المنشأة حديثًا. عُقد هذا الاجتماع في الفترة من 16 إلى 23 يونيو 1894، فيجامعة باريس. وفي اليوم الأخير من المؤتمر، تقرر أن تُقام أول دورة ألعاب أولمبية تحت رعاية اللجنة الأولمبية الدولية في أثينا في عام 1896.وانتخبت اللجنة الأولمبية الدولية الكاتب اليونانيديمتريوس فيكيلاسكأول رئيس لها.,10.0
مسابقات التتابع (4×100م+4×400م): يمكن القول بأن مسابقات التتابع عادة قديمة بإرسال الرسائل عن طريق العديد من السعاة، ويقوم كل ساعي بتسليم الرسائل إلى الشخص الذي يليه حتى يتم الوصول إلى النقطة النهائية. في مسابقات التتابع يكون هناك أربعة عدائين من كل بلد، ويقوم كل عداء بتغطية ربع المسافة عدوا قبل تسليم العصا إلى المتسابق الذي يليه. عملية تبادل العصا بين اللاعبين لها قوانينها وتكتيكاتها الخاصة ويجب أن يتم التبادل في مكان محدد.,10.0
يتم دفع الكرة الحديدية من منطقة دائرية قطرها 2.13 م وتزن الكرة الحديدية الخاصة بالرجال 7.26 كجم بينما الكرة الحديدية الخاصة بالنساء تزن 4 كج.,10.0
الألعاب الأولمبيةالحديثة ((بالفرنسية:Jeux olympiques))هي أحداثرياضيةدولية تشمل مسابقات رياضيةصيفيةوشتوية، يشارك فيهارياضيونمن كلا الجنسين في المنافسات المختلفة ويمثلون وفوداً مختلفة من جميع أنحاء العالم. تعتبر الألعاب الأولمبية المنافسة الرياضية الأولى في العالم بمشاركة أكثر من 200 دولة.حيث ينظم هذا الحدث حالياً كل سنتين في السنواتالزوجية، بتناوبالألعاب الصيفيةوالشتويةبعد أن كانت تقام كلتا المسابقتين كل أربع سنوات، وفي نفس السنة حتى عام 1992. تسمى فترة الأربع سنوات بين سنوات الدوراتبأولمبياد.,10.0
استُلهم إنشائها منالألعاب الأولمبية القديمة((بالإغريقية:Ὀλυμπιακοί Ἀγῶνες))، التي كانت تعقد فيأولمبيا، اليونانمن القرن الثامن قبل الميلاد إلى القرن الرابع الميلادي. حيث أسسالبارون بيير دي كوبرتاناللجنة الأولمبية الدولية(IOC) في عام 1894 عبرالكونغرس الأولمبي، قادت هذه اللجنة تنظيم أول دورة ألعاب أولمبية حديثة فيأثيناعام1896. واللجنة الأولمبية الدوليةهي الهيئة الإدارية للحركة الأولمبية، ويحددالميثاق الأولمبيهيكلتها وسلطتها.,10.0
تتكون الحركة الأولمبية من الاتحادات الرياضية الدولية (IFs)،واللجان الأولمبية الوطنية(NOCs)، واللجنة المنظمة لدورة الألعاب الأولمبية المزمع إنعقادها. اللجنة الأولمبية الدولية بصفتها هيئة صنع القرار فإنها المسؤولة عن اختيار المدينة المضيفة لكل دورة، وكذلك فهي تنظم وتمول الألعاب وفقًا للميثاق الأولمبي. وتحدد اللجنة الأولمبية الدولية أيضًا البرنامج الأولمبي الذي يتكون منالألعاب الرياضيةالتي سيتم التنافس عليها في كل دورة للألعاب الأولمبية. يشمل الاحتفال بالألعاب الأولمبية العديد من الطقوسوالرموز الأولمبية، مثلالعلم الأولمبيوالشعلة الأولمبية، بالإضافة إلىحفلي الافتتاح والختام. تنافس أكثر من 14000 رياضي فيالألعاب الأولمبية الصيفية 2016 والألعاب الأولمبيةالشتوية 2018مجتمعة، في 35 رياضة مختلفة وأكثر من 400 حدث.يحصل الفائزون بالمركز الأول والثاني والثالث في كل حدث علىميداليات أولمبية، حيث يتوج الرياضي الحاصل على المركز الأولبالميدالية الذهبية، والثانيبالفضية، والثالثبالبرونزية.,10.0
يهيمن على جدول الألعاب أربعة أنواع من الأحداث: الملتقيات الكبرى، والملتقيات بين الأندية، والبطولات الوطنية، والبطولات الدولية الكبرى.الألعاب الأولمبيةهي الحدث الأكثر شهرة دوليا، وهي تعقد كل أربع سنوات منذ عام1896، ثم تليهابطولة العالم لألعاب القوىالتي تعقد كل سنتين منذ1991فيما كانت أول دورة سنة1983. منذ سنة1982، كل أحداث ألعاب القوى تنظم من طرفالاتحاد الدولي لألعاب القوى.,10.0
جرت مسابقات ألعاب القوى لأول مرة في بلاداليونانسنة 1453 ق.م في نطاق الألعاب الأثينية التي كانت طليعة الدورات الأولمبية. وكانت هذه الرياضة تمارس خلال الاحتفالات الدينية، فاكتسبت طابعا روحيا إضافة لبعدها الرياضي، ابتداء من سنة 1500 ق.م. وكانت أساس الألعاب الأولمبية القديمة التي اقتصرت في دورات كثيرة على ألعابها وحدها.,10.0
مصطلح ألعاب القوى يضم مجموعة متنوعة من الأنشطة تنقسم إلى قسمين رئيسيين: فعاليات تقام داخل الملعب في الهواء الطلق أو داخل الصالات مثلالعدو،الرمي،القفز. وفعاليات تقام خارج الملعبكالماراثونوالمشي،والعدو الريفي.,10.0
•السِّباحةالمُتزامِنة / السِّباحة التَّوقيعيّة: (الرياضة والتربية البدنية) رياضة يقوم بها سبّاح أو مجموعة سبّاحين بأداء حركات راقصة مصاحبة للموسيقى.المعجم: اللغة العربية المعاصر,10.0
الدوري الإنجليزي الممتاز(بالإنجليزية:Premier League) هودوريكرة القدمللقسم الأول فيإنجلتراوقد استخدم مسمى الدوري الممتاز في سنة1992م، ويُعتبر أعلى مستوى فيكرة القدم الإنجليزية. يتكون الدوري من 20 فريقاً. ينطلق الدوري في شهرأغسطسوينتهي في شهرمايو، ويلعب كل فريق 38 مباراة، ليصبح المجموع 380 مباراة في الموسم الواحد، تلعب معظم المباريات يوميالسبتوالأحد، ولكن عدد قليل من المباريات تلعب خلال أمسيات منتصف الأسبوع.,10.0
حتى عام 1992، أعلى درجة في كرة القدم الإنجليزية كانت الدرجة الأولى؛ ومنذ ذلك الحين، أصبح الدوري الإنجليزي الممتاز هو الأعلى.فشكلت مسابقة الدوري الإنجليزي الممتاز في20 فبراير1992، بعد قرار أندية الدرجة الأولى الانفصال عن دوري الدرجة الأولى، الذي تأسس عام1888، وذلك للاستفادة من صفقات مربحة من حقوق البث التلفزيوني. ومن ذلك الحين أصبح الدوري الإنجليزي الممتاز أكثر دوري مشاهدةً في العالم، وهو كذلك أكثر دوري كرة قدم ربحاً، وذلك بإيرادات الأندية مجتمعة بلغت 1.93 ملياردولارفي موسم 2007-2008، وهو كذلك صاحب المركز الأول في ترتيبالاتحاد الأوروبي لكرة القدمللدوريات من حيث الأداء في البطولات الأوروبية خلال الخمس سنوات الماضية، متفوقاً علىالدوري الإسبانيوالدوري الإيطالي.,10.0
منذ بدأ النظام الحالي للبطولة في عام1992، ومن مجموع 50 نادياً نافست على الدوري الإنجليزي الممتاز، سبعة أندية فقط فازوا باللقب:مانشستر يونايتد(13 لقب)،مانشستر سيتي(8 ألقاب)،تشيلسي(5 ألقاب)،أرسنال(3 ألقاب)،بلاكبيرن روفرز(لقب واحد)،ليستر سيتي(لقب واحد)،ليفربول(لقبان). حامل اللقب في الدوري الحالي هومانشستر سيتي.,10.0
تم تشكيلمسابقة الدوري الإنجليزي الممتازفي20 فبراير1992والذي حل محل الدوري الإنجليزي للمحترفين موسم 1992-1993. وهذه الخطوة التاريخية تعني تغيير نظام بطولة استمرت 104 سنة وتغيير نظامها الذي يحتوي على دوري من أربع درجات. وكانت الخطوة هذه هي لتعزيز كرة القدم في إنجلترا بعد معاناة في منتصف الثمانينات من ضعف الإمكانيات المادية ومشاكل مشاغبي كرة القدم الإنجليز ().,10.0
ولقد تم أول اجتماع لتوقيع ميثاق البطولة في 17 يوليو 1991. وبعد الاتفاق على إنشاء الدوري بدأت العمل على البحث عن رعاة للبطولة وإصدار ترخيص خاص للبث التلفزيوني. في 27 من مايو 1992 تم إشهار الدوري الممتاز كشركة تعمل بالتعاون مع الاتحاد الإنجليزي لكرة القدم.,10.0
تم الإعلان عن Project Big Picture في أكتوبر 2020 والذي وصف خطة لإعادة توحيد أفضل أندية الدوري الإنجليزي مع دوري كرة القدم الإنجليزية، والتي اقترحها أندية الدوري الإنجليزي الممتاز مثل مانشستر يونايتد وليفربول.وقد تعرضت لانتقادات من قبل قيادة الدوري الإنجليزي الممتاز ووزارة الثقافة والإعلام والرياضة التابعة لحكومة المملكة المتحدة.,10.0
في 26 أبريل 2021، تم إيقاف اللعب خلال مباراة بين ليستر سيتي وكريستال بالاس للسماح للاعبين ويسلي فوفانا وشيخو كوياتي بالإفطار في رمضان. يُعتقد أن هذه هي المرة الأولى في تاريخ الدوري الإنجليزي الممتاز التي يتم فيها إيقاف مباراة مؤقتًا للسماح للاعبين المسلمين بتناول الطعام والشراب بعد غروب الشمس وفقًا لقواعد العقيدة.,10.0
هناك 17 قانونًا رسميًّا أصليًّا للعبة، كل منها يتضمن شروطًا ومبادئ توجيهية. صُممت هذه القوانين لتناسب جميع المستويات من كرة القدم، لكن مع بعض التعديلات لتناسب بعض الفئات من الناس مثل الأطفال والناشئين والنساء والناس الذين يعانون من إعاقات جسدية. وهذه القوانين غالبًا ما تصاغ في عبارات عامة، مما يتيح المرونة في تطبيقها اعتمادًا على طبيعة اللعبة. تسهر الفيفا على تطبيق قوانين اللعبة، على الرغم من أنها ذُكرت ووُضعت من قبل مجلس الاتحاد الدولي لكرة القدم (IFAB).بالإضافة إلى القوانين السبعة عشر، تلعب قرارات وتوجيهات مجلس الإتحاد أيضًا دورًا في تنظيم هذه الرياضة.,10.0
كانت بداية بطولة الدوري الإيطالي مع تأسيس اتحاد الكرة في مارس 1898 برئاسة المهندس ماريو فيكارى وانضمت إلى الاتحاد أربعة أندية هي جنوة وتورينيزي وانترناسيونالي دى تورينو وجيمناستيك سوسايتي اوف تورينو، أي ثلاثة أندية من مدينة تورينو ونادٍ واحد من جنوة، وأقيمت البطولة في مدينة تورينو في مايو 1898 وفي يوم واحد فقط، وفاز بها الفريق الزائر جنوة، كانت هناك أندية كثيرة في هذا الوقت، ولكنها فضلت عدم المشاركة بسبب خلافات مع الاتحاد الإيطالي واختارت أن تشارك بدلا من ذلك في بطولات إقليمية محلية.,10.0
